Ax, Ay, Az, Timestamp
124,101,129, 2023-09-18 11:26:03 AM
124,101,129, 2023-09-18 11:26:03 AM
124,101,130, 2023-09-18 11:26:03 AM
124,101,130, 2023-09-18 11:26:03 AM
124,101,130, 2023-09-18 11:26:03 AM
125,101,130, 2023-09-18 11:26:03 AM
124,101,131, 2023-09-18 11:26:03 AM
125,100,129, 2023-09-18 11:26:03 AM
124,100,129, 2023-09-18 11:26:03 AM
124,100,129, 2023-09-18 11:26:03 AM
123,101,128, 2023-09-18 11:26:04 AM
123,101,129, 2023-09-18 11:26:04 AM
124,101,129, 2023-09-18 11:26:04 AM
124,100,129, 2023-09-18 11:26:04 AM
126,100,128, 2023-09-18 11:26:04 AM
128,99,128, 2023-09-18 11:26:04 AM
126,98,129, 2023-09-18 11:26:04 AM
99,103,162, 2023-09-18 11:26:04 AM
7,121,154, 2023-09-18 11:26:04 AM
97,114,151, 2023-09-18 11:26:04 AM
248,76,105, 2023-09-18 11:26:04 AM
154,127,118, 2023-09-18 11:26:04 AM
144,98,139, 2023-09-18 11:26:04 AM
123,109,141, 2023-09-18 11:26:04 AM
132,102,134, 2023-09-18 11:26:04 AM
121,106,136, 2023-09-18 11:26:04 AM
131,101,133, 2023-09-18 11:26:04 AM
124,99,133, 2023-09-18 11:26:04 AM
131,100,131, 2023-09-18 11:26:04 AM
126,100,133, 2023-09-18 11:26:04 AM
131,99,130, 2023-09-18 11:26:04 AM
127,102,131, 2023-09-18 11:26:04 AM
128,103,131, 2023-09-18 11:26:04 AM
127,102,133, 2023-09-18 11:26:04 AM
130,100,133, 2023-09-18 11:26:04 AM
126,102,134, 2023-09-18 11:26:05 AM
128,100,132, 2023-09-18 11:26:05 AM
127,102,132, 2023-09-18 11:26:05 AM
127,101,133, 2023-09-18 11:26:05 AM
127,101,131, 2023-09-18 11:26:05 AM
127,101,131, 2023-09-18 11:26:05 AM
129,101,131, 2023-09-18 11:26:05 AM
128,102,131, 2023-09-18 11:26:05 AM
127,101,132, 2023-09-18 11:26:05 AM
127,101,132, 2023-09-18 11:26:05 AM
128,101,131, 2023-09-18 11:26:05 AM
128,102,132, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
127,102,132, 2023-09-18 11:26:05 AM
128,101,133, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
128,101,131, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
128,101,131, 2023-09-18 11:26:05 AM
129,101,131, 2023-09-18 11:26:05 AM
128,101,131, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
128,101,131, 2023-09-18 11:26:05 AM
128,101,132, 2023-09-18 11:26:05 AM
129,101,132, 2023-09-18 11:26:06 AM
128,101,133, 2023-09-18 11:26:06 AM
128,101,131, 2023-09-18 11:26:06 AM
129,101,131, 2023-09-18 11:26:06 AM
128,101,131, 2023-09-18 11:26:06 AM
129,101,132, 2023-09-18 11:26:06 AM
128,101,132, 2023-09-18 11:26:06 AM
129,101,131, 2023-09-18 11:26:06 AM
128,101,132, 2023-09-18 11:26:06 AM
129,101,131, 2023-09-18 11:26:06 AM
129,101,132, 2023-09-18 11:26:06 AM
129,101,131, 2023-09-18 11:26:06 AM
129, ,,
